Sofiia KHOCHYNA POSITION,Sofiia KHOCHYNA LAP TIME,Sofiia KHOCHYNA ELAPSED TIME,Kynie CHAN POSITION,Kynie CHAN LAP TIME,Kynie CHAN ELAPSED TIME,IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME
1,7.90,7.90,2,8.25,8.25,3,8.38,8.38
1,10.41,18.31,2,10.66,18.91,3,10.64,19.02
1,10.14,28.45,3,10.27,29.18,2,10.15,29.17
1,10.53,38.98,3,10.53,39.71,2,10.31,39.48
1,10.92,49.909,3,10.54,50.250,2,10.43,49.918
