Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,6.89,6.89,2,7.08,7.08,3,7.20,7.20
1,9.12,16.01,2,9.20,16.28,3,9.31,16.51
1,8.64,24.65,2,8.93,25.21,3,8.97,25.48
1,8.90,33.55,2,9.28,34.49,3,9.16,34.64
1,9.06,42.608,2,9.51,44.000,3,9.43,44.065
