SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
0,6.771,6.771,0,,,0,6.825,6.825,0,6.934,6.934
0,9.124,15.895,0,,,0,9.413,16.238,0,10.398,17.333
0,8.688,24.583,0,,24.676,0,8.959,25.196,0,9.114,26.447
0,8.896,33.479,0,8.714,33.390,0,8.887,34.083,0,9.453,35.900
0,,,0,,,0,,,0,,
