Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME
1,7.200,7.200,4,7.630,7.630,2,7.220,7.220,3,7.500,7.500
2,9.060,16.260,4,9.380,17.010,1,8.960,16.180,3,8.970,16.470
1,8.940,25.200,4,8.980,26.000,3,9.200,25.390,2,8.810,25.290
1,9.040,34.240,4,9.360,35.370,3,9.370,34.770,2,8.980,34.280
3,9.470,43.720,4,9.410,44.780,2,8.910,43.680,1,9.130,43.410
