Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
2,7.548,7.548,1,7.282,7.282,3,7.625,7.625,4,7.870,7.870
2,9.602,17.150,1,9.803,17.085,3,9.858,17.482,4,9.695,17.565
1,9.224,26.374,2,9.376,26.460,3,9.197,26.680,4,9.298,26.864
1,9.244,35.618,2,9.428,35.888,3,9.366,36.046,4,9.390,36.254
1,9.501,45.119,2,9.531,45.419,3,9.522,45.568,4,9.625,45.879
