LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME
2,6.98,6.98,1,6.77,6.77,3,7.13,7.13,5,7.36,7.36,4,7.23,7.23
2,8.79,15.77,1,8.81,15.58,3,8.84,15.97,5,8.85,16.21,4,8.89,16.12
2,8.18,23.95,1,8.29,23.87,3,8.18,24.15,5,8.18,24.39,4,8.18,24.30
2,8.45,32.40,1,8.44,32.31,3,8.43,32.58,5,8.30,32.69,3,8.28,32.58
2,8.76,41.16,1,8.72,41.03,5,8.93,41.499,4,8.71,41.384,3,8.68,41.245
