Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Yonaton Spencer SUBIN POSITION,Yonaton Spencer SUBIN LAP TIME,Yonaton Spencer SUBIN ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,6.85,6.85,4,7.97,7.97,2,7.12,7.12,3,7.21,7.21
1,9.10,15.95,4,10.21,18.18,2,9.03,16.15,3,9.11,16.32
1,8.64,24.59,4,9.98,28.16,2,8.59,24.74,3,8.86,25.18
1,8.72,33.31,4,10.14,38.30,2,8.67,33.41,3,9.05,34.23
1,8.99,42.295,4,10.48,48.778,2,8.97,42.379,3,9.36,43.589
