Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
3,12.85,12.85,4,12.94,12.94,1,12.60,12.60,2,12.70,12.70
2,9.75,22.60,3,9.72,22.66,4,10.09,22.69,1,9.80,22.50
2,9.91,32.51,3,9.93,32.59,4,10.03,32.72,1,9.89,32.39
2,9.62,42.13,3,9.63,42.22,4,9.64,42.36,1,9.57,41.96
2,9.18,51.31,4,9.27,51.49,3,8.98,51.34,1,9.25,51.21
2,8.92,1:00.23,4,8.97,1:00.46,3,9.01,1:00.35,1,8.89,1:00.10
2,8.82,1:09.05,4,9.22,1:09.68,3,9.16,1:09.51,1,8.86,1:08.96
2,8.91,1:17.96,4,9.47,1:19.15,3,9.55,1:19.06,1,8.90,1:17.86
2,9.00,1:26.960,4,9.91,1:29.056,3,9.88,1:28.938,1,9.03,1:26.886
