Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME
1,6.77,6.77,2,6.90,6.90,5,7.82,7.82,4,7.43,7.43,3,7.18,7.18
1,8.76,15.53,2,8.79,15.69,5,10.70,18.52,4,8.94,16.37,3,8.88,16.06
1,8.35,23.88,2,8.38,24.07,5,10.30,28.82,4,8.43,24.80,3,8.44,24.50
1,8.44,32.32,2,8.50,32.57,5,10.22,39.04,4,8.47,33.27,3,8.52,33.02
1,8.72,41.037,2,8.66,41.230,5,11.60,50.635,4,8.55,41.812,3,8.68,41.699
