HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
3,7.95,7.95,1,7.32,7.32,2,7.63,7.63,4,8.06,8.06
4,10.10,18.05,1,9.61,16.93,2,9.74,17.37,3,9.83,17.89
4,9.24,27.29,1,9.21,26.14,2,9.24,26.61,3,9.24,27.13
4,9.20,36.49,1,9.43,35.57,2,9.27,35.88,3,9.26,36.39
4,9.61,46.10,1,9.61,45.18,2,9.47,45.35,3,9.67,46.06
