Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,KIM Gun Woo POSITION,KIM Gun Woo LAP TIME,KIM Gun Woo ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME
4,7.47,7.47,3,7.22,7.22,1,6.80,6.80,2,7.00,7.00,5,7.48,7.48
5,9.47,16.94,3,8.95,16.17,1,8.72,15.52,2,8.68,15.68,4,9.28,16.76
5,8.66,25.60,3,8.47,24.64,1,8.24,23.76,2,8.20,23.88,4,8.70,25.46
5,8.85,34.45,3,8.70,33.34,1,8.34,32.10,2,8.32,32.20,4,8.86,34.32
5,9.17,43.62,3,9.04,42.38,1,8.56,40.66,2,8.51,40.71,4,9.07,43.39
