WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,12.85,12.85,2,12.95,12.95,3,13.05,13.05,4,13.17,13.17,5,13.25,13.25
2,10.18,23.03,1,10.06,23.01,4,10.22,23.27,5,10.27,23.44,3,9.80,23.05
1,9.29,32.32,3,9.50,32.51,4,9.35,32.62,5,9.20,32.64,2,9.39,32.44
1,9.71,42.03,3,9.71,42.22,5,9.82,42.44,4,9.68,42.32,2,9.68,42.12
1,9.50,51.53,3,9.50,51.72,5,9.54,51.98,4,9.52,51.84,2,9.51,51.63
1,9.32,1:00.85,3,9.35,1:01.07,5,9.34,1:01.32,4,9.34,1:01.18,2,9.34,1:00.97
1,8.97,1:09.82,3,8.96,1:10.03,5,9.01,1:10.33,4,9.00,1:10.18,2,8.97,1:09.94
1,8.78,1:18.60,3,8.79,1:18.82,5,8.81,1:19.14,4,8.87,1:19.05,2,8.76,1:18.70
0,8.91,1:27.51,0,8.72,1:27.54,5,9.27,1:28.41,4,9.16,1:28.21,1,8.59,1:27.29
