KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,LIN Chun-Chieh POSITION,LIN Chun-Chieh LAP TIME,LIN Chun-Chieh ELAPSED TIME,Yonaton Spencer SUBIN POSITION,Yonaton Spencer SUBIN LAP TIME,Yonaton Spencer SUBIN ELAPSED TIME,Tjerk de BOER POSITION,Tjerk de BOER LAP TIME,Tjerk de BOER ELAPSED TIME
4,13.61,13.61,2,13.03,13.03,3,13.17,13.17,1,12.94,12.94
4,9.84,23.45,2,10.09,23.12,3,10.06,23.23,1,10.05,22.99
4,9.80,33.25,2,9.84,32.96,3,9.88,33.11,1,9.85,32.84
4,9.77,43.02,2,9.80,42.76,3,9.91,43.02,1,9.53,42.37
3,9.73,52.75,2,9.86,52.62,4,10.10,53.12,1,9.57,51.94
3,10.00,1:02.75,2,9.96,1:02.58,4,10.50,1:03.62,1,9.73,1:01.67
3,9.95,1:12.70,2,9.96,1:12.54,4,10.61,1:14.23,1,9.84,1:11.51
3,10.20,1:22.90,2,10.27,1:22.81,4,10.72,1:24.95,1,10.02,1:21.53
2,10.48,1:33.378,3,10.63,1:33.432,4,10.89,1:35.836,1,10.12,1:31.647
