START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,9.08,,6,9.73,9.73,7,9.86,,3,9.44,9.44,4,9.59,9.59,1,8.94,8.94,8,10.00,10.00,5,9.67,9.67,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
3,11.72,,6,11.54,21.27,8,11.64,,4,11.59,21.03,5,11.57,21.16,2,11.73,20.67,7,11.39,21.39,1,10.91,20.58,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
3,10.81,,6,10.74,32.01,8,10.65,,4,10.76,31.79,5,10.77,31.93,2,10.81,31.48,7,10.74,32.13,1,10.76,31.34,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
3,10.72,,5,10.52,42.53,7,10.57,,4,10.70,42.49,6,10.64,42.57,2,10.76,42.24,8,10.68,42.81,1,10.79,42.13,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
3,10.56,,5,10.58,53.11,7,10.67,,4,10.52,53.01,6,10.66,53.23,2,10.52,52.76,8,10.72,53.53,1,10.51,52.64,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
3,10.16,,5,10.10,1:03.21,8,10.16,,4,10.12,1:03.13,5,9.98,1:03.21,2,10.16,1:02.92,7,9.98,1:03.51,1,10.16,1:02.80,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
5,9.90,,6,9.88,1:13.09,8,9.92,,4,9.79,1:12.92,1,9.19,1:12.40,3,9.94,1:12.86,7,9.75,1:13.26,2,9.73,1:12.53,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
7,9.76,,4,9.20,1:22.29,8,9.57,,3,9.17,1:22.09,1,9.51,1:21.91,6,9.75,1:22.61,5,9.31,1:22.57,2,9.40,1:21.93,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
7,9.86,,2,9.06,1:31.35,8,9.67,,2,9.26,1:31.35,4,9.46,1:31.37,6,9.91,1:32.52,5,9.05,1:31.62,1,9.36,1:31.29,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
6,9.78,,1,9.03,1:40.38,7,9.91,,2,9.13,1:40.48,4,9.29,1:40.66,8,10.13,1:42.65,5,9.14,1:40.76,3,9.30,1:40.59,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
6,10.16,,1,9.35,1:49.73,7,10.22,,2,9.35,1:49.83,4,9.43,1:50.09,8,10.85,1:53.50,5,9.40,1:50.16,3,9.40,1:49.99,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
6,10.36,2:02.87,1,9.59,1:59.32,7,10.41,,2,9.53,1:59.36,4,9.49,1:59.58,8,10.86,2:04.36,5,9.61,1:59.77,3,9.55,1:59.54,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
,,,2,9.62,2:08.94,7,47.74,2:50.99,1,9.30,2:08.66,4,9.64,2:09.22,6,11.19,2:15.55,5,9.72,2:09.49,3,9.55,2:09.09,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
,,,0,,PHOTO,,,,1,9.74,2:18.40,2,9.57,2:18.79,6,13.26,2:28.81,5,10.29,2:19.78,0,,PHOTO,2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m(1),m,Heats,6
