AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME
3,12.889,12.889,4,13.101,13.101,2,12.627,12.627,1,12.588,12.588
1,9.240,22.129,4,9.359,22.460,2,9.628,22.255,3,9.807,22.395
2,9.411,31.540,4,9.702,32.162,3,9.432,31.687,1,9.051,31.445
4,9.926,41.465,3,9.270,41.432,1,9.534,41.220,2,9.817,41.262
1,9.437,50.902,4,9.781,51.212,2,9.768,50.988,3,9.792,51.053
2,9.370,1:00.271,3,9.305,1:00.517,1,9.214,1:00.202,4,9.634,1:00.687
2,9.189,1:09.460,1,8.815,1:09.332,3,9.400,1:09.602,4,9.478,1:10.164
1,9.238,1:18.697,3,9.654,1:18.985,2,9.284,1:18.885,4,9.822,1:19.986
1,9.67,1:28.358,3,9.91,1:28.889,2,9.66,1:28.538,4,11.16,1:31.144
