Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME
2,13.41,13.41,3,13.53,13.53,1,13.29,13.29,5,13.77,13.77,4,13.65,13.65
3,10.66,24.07,4,10.65,24.18,2,10.63,23.92,5,10.67,24.44,1,10.20,23.85
3,10.22,34.29,4,10.23,34.41,1,10.09,34.01,5,10.10,34.54,2,10.31,34.16
3,10.68,44.97,4,10.59,45.00,1,10.76,44.77,5,10.59,45.13,2,10.73,44.89
4,10.28,55.25,1,9.83,54.83,2,10.18,54.95,5,10.51,55.64,3,10.23,55.12
3,9.49,1:04.74,1,9.66,1:04.49,2,9.64,1:04.59,5,10.31,1:05.95,4,9.63,1:04.75
5,18.28,1:23.02,1,9.55,1:14.04,2,9.59,1:14.18,4,10.73,1:16.68,3,9.76,1:14.51
5,24.26,1:47.28,1,9.58,1:23.62,2,9.73,1:23.91,4,11.18,1:27.86,3,9.79,1:24.30
5,15.96,2:03.238,1,9.86,1:33.476,2,10.00,1:33.901,4,11.96,1:39.816,3,10.21,1:34.510
