Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
1,12.95,12.95,4,13.25,13.25,2,13.08,13.08,3,13.19,13.19
1,9.71,22.66,3,9.57,22.82,2,9.67,22.75,4,9.69,22.88
1,9.72,32.38,3,9.80,32.62,2,9.77,32.52,4,9.84,32.72
1,10.23,42.61,3,10.22,42.84,2,10.21,42.73,4,10.20,42.92
2,10.15,52.76,3,10.13,52.97,1,10.03,52.76,4,10.16,53.08
2,9.93,1:02.69,3,9.83,1:02.80,1,9.85,1:02.61,4,9.94,1:03.02
2,9.53,1:12.22,3,9.58,1:12.38,1,9.51,1:12.12,4,9.73,1:12.75
2,9.63,1:21.85,3,9.83,1:22.21,1,9.63,1:21.75,4,10.18,1:22.93
2,9.62,1:31.469,3,9.92,1:32.123,1,9.52,1:31.264,4,10.34,1:33.263
