HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
1,6.67,6.67,2,6.81,6.81,3,6.93,6.93,4,7.17,7.17
1,9.02,15.69,2,9.01,15.82,3,9.20,16.13,4,9.13,16.30
1,8.65,24.34,2,8.87,24.69,3,8.65,24.78,4,8.94,25.24
1,8.82,33.16,3,8.94,33.63,2,8.81,33.59,4,8.94,34.18
1,9.20,42.351,3,9.37,43.000,2,9.16,42.748,4,9.15,43.325
