TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Sebastian HYDZIK POSITION,Sebastian HYDZIK LAP TIME,Sebastian HYDZIK ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,Danylo FEDORENKO POSITION,Danylo FEDORENKO LAP TIME,Danylo FEDORENKO ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
1,12.68,12.68,3,12.86,12.86,2,12.76,12.76,4,12.94,12.94,4,12.94,12.94
1,9.82,22.50,4,9.89,22.75,2,9.84,22.60,5,9.96,22.90,3,9.76,22.70
1,9.58,32.08,5,9.77,32.52,2,9.55,32.15,4,9.48,32.38,2,9.45,32.15
1,9.42,41.50,5,9.37,41.89,3,9.52,41.67,4,9.40,41.78,2,9.42,41.57
1,9.15,50.65,5,9.34,51.23,3,9.29,50.96,4,9.34,51.12,2,9.20,50.77
1,9.07,59.72,5,9.18,1:00.41,3,9.06,1:00.02,4,9.02,1:00.14,2,9.07,59.84
1,9.03,1:08.75,5,9.07,1:09.48,3,9.15,1:09.17,4,9.14,1:09.28,2,9.04,1:08.88
1,8.80,1:17.55,5,9.29,1:18.77,3,9.36,1:18.53,4,9.39,1:18.67,2,8.84,1:17.72
1,8.91,1:26.46,4,9.65,1:28.420,3,9.67,1:28.205,5,9.91,1:28.584,2,8.98,1:26.70
