Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME
3,13.55,13.55,4,13.65,13.65,2,13.48,13.48,1,13.46,13.46
4,10.83,24.38,1,10.55,24.20,2,10.75,24.23,3,10.85,24.31
4,10.67,35.05,1,10.50,34.70,2,10.59,34.82,3,10.61,34.92
4,10.44,45.49,2,10.56,45.26,3,10.58,45.40,1,10.21,45.13
4,10.24,55.73,2,10.26,55.52,3,10.26,55.66,1,10.29,55.42
4,10.21,1:05.94,3,10.32,1:05.84,2,10.17,1:05.83,1,10.24,1:05.66
4,10.08,1:16.02,2,9.90,1:15.74,3,10.05,1:15.88,1,9.96,1:15.62
4,9.85,1:25.87,2,9.86,1:25.60,3,9.84,1:25.72,1,9.86,1:25.48
4,9.87,1:35.739,2,9.95,1:35.549,3,9.96,1:35.675,1,10.04,1:35.520
