Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,SUNG Ching-Yang POSITION,SUNG Ching-Yang LAP TIME,SUNG Ching-Yang ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
3,7.16,7.16,2,6.95,6.95,1,6.74,6.74,4,7.22,7.22
2,9.24,16.40,4,9.58,16.53,1,9.19,15.93,3,9.25,16.48
2,8.67,25.07,4,9.12,25.66,1,8.60,24.54,3,8.67,25.15
3,8.90,33.97,4,9.53,35.19,1,8.37,32.91,2,8.69,33.85
3,9.41,43.373,4,10.12,45.310,1,9.39,42.300,2,9.25,43.100
