J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
2,12.75,12.75,3,12.97,12.97,1,12.70,12.70,4,13.12,13.12
2,9.99,22.75,3,10.03,23.01,1,10.04,22.74,4,10.04,23.17
2,9.64,32.39,3,9.47,32.48,1,9.58,32.33,4,9.51,32.69
3,9.39,41.79,1,9.27,41.76,2,9.44,41.77,4,9.47,42.16
1,8.80,50.59,3,9.02,50.79,2,8.95,50.73,4,9.00,51.17
1,8.82,59.41,3,8.83,59.62,2,8.77,59.50,4,8.84,1:00.01
2,9.00,1:08.42,3,8.89,1:08.51,1,8.90,1:08.41,4,8.83,1:08.85
2,8.99,1:17.41,3,8.90,1:17.42,1,8.99,1:17.41,4,8.99,1:17.84
1,9.40,1:26.803,3,9.63,1:27.046,2,9.46,1:26.868,4,9.68,1:27.515
