Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
3,12.98,12.98,1,12.84,12.84,2,12.93,12.93,4,13.11,13.11
3,10.17,23.15,2,10.29,23.13,4,10.40,23.33,1,9.91,23.02
2,10.32,33.48,4,11.58,34.71,3,10.14,33.48,1,10.30,33.33
2,9.51,43.00,1,8.25,42.97,3,9.67,43.16,4,9.84,43.18
3,9.51,52.52,1,9.37,52.34,4,9.52,52.68,2,9.26,52.44
3,9.55,1:02.07,1,9.54,1:01.89,4,9.51,1:02.19,2,9.52,1:01.97
3,9.51,1:11.58,1,9.51,1:11.40,4,9.54,1:11.73,2,9.50,1:11.48
3,9.38,1:20.96,2,9.24,1:20.64,4,9.23,1:20.97,1,9.15,1:20.63
4,9.55,1:30.504,2,9.51,1:30.141,3,9.22,1:30.185,1,9.28,1:29.901
