Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
3,13.55,13.55,1,13.39,13.39,2,13.49,13.49,4,13.56,13.56
3,10.00,23.55,1,9.97,23.36,2,9.96,23.45,4,10.12,23.68
3,9.64,33.19,1,9.62,32.98,2,9.62,33.07,4,9.65,33.33
3,9.34,42.53,1,9.37,42.35,2,9.37,42.44,4,9.36,42.69
3,8.99,51.52,1,9.02,51.37,2,9.00,51.44,4,9.03,51.72
3,8.78,1:00.30,1,8.82,1:00.19,2,8.84,1:00.28,4,8.85,1:00.57
2,9.07,1:09.37,1,8.90,1:09.09,3,9.29,1:09.57,4,9.13,1:09.70
2,8.85,1:18.22,1,9.01,1:18.10,3,8.81,1:18.38,4,9.00,1:18.70
0,,PEN,1,9.20,1:27.294,2,8.96,1:27.338,3,9.19,1:27.885
