Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
3,7.180,7.180,2,6.930,6.930,1,6.780,6.780,4,7.470,7.470
4,9.860,17.040,2,9.210,16.140,1,9.110,15.900,3,9.400,16.870
4,9.310,26.360,2,9.010,25.150,1,8.840,24.750,3,9.240,26.120
4,9.380,35.740,2,9.110,34.270,1,9.160,33.910,3,9.360,35.490
4,9.630,45.370,2,9.390,43.660,1,9.470,43.390,3,9.530,45.020
