Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
3,7.83,7.83,2,7.58,7.58,4,8.00,8.00,1,7.27,7.27
2,9.80,17.63,3,10.05,17.63,4,9.96,17.96,1,9.70,16.97
2,9.59,27.22,3,9.78,27.41,4,9.58,27.54,1,9.37,26.34
2,9.57,36.79,3,9.69,37.10,4,9.68,37.22,1,9.56,35.90
2,9.61,46.396,3,9.89,46.987,4,9.85,47.065,1,9.94,45.840
