Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME
3,7.03,7.03,1,6.78,6.78,4,7.19,7.19,2,6.81,6.81,5,7.61,7.61
3,8.92,15.95,2,8.96,15.74,4,8.91,16.10,1,8.81,15.62,5,9.65,17.26
3,8.33,24.28,2,8.34,24.08,4,8.45,24.55,1,8.29,23.91,5,9.10,26.36
3,8.49,32.77,2,8.29,32.37,4,8.51,33.06,1,8.30,32.21,5,9.25,35.61
3,8.73,41.50,2,8.50,40.87,4,8.84,41.90,1,8.49,40.70,5,9.62,45.23
