Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME
1,11.863,11.863,4,12.344,12.344,2,12.041,12.041,3,12.286,12.286
1,9.231,21.093,3,9.104,21.447,2,9.186,21.226,4,9.205,21.490
1,9.379,30.472,3,9.288,30.735,2,9.343,30.569,4,9.386,30.876
1,9.603,40.075,3,9.686,40.420,2,9.677,40.245,4,9.606,40.481
1,9.542,49.616,3,9.527,49.947,2,9.559,49.804,4,9.486,49.967
1,9.429,59.045,4,9.485,59.431,2,9.394,59.198,3,9.451,59.417
1,9.430,1:08.474,4,9.343,1:08.774,2,9.285,1:08.482,3,9.342,1:08.758
3,9.611,1:18.085,4,9.361,1:18.134,1,9.144,1:17.626,2,9.303,1:18.061
3,9.83,1:27.910,4,9.86,1:27.992,1,9.45,1:27.072,2,9.34,1:27.400
