Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME
1,6.68,6.68,2,6.86,6.86,0,,,3,7.25,7.25
1,9.25,15.93,2,9.36,16.23,0,,,3,9.04,16.29
1,9.03,24.97,2,8.89,25.12,0,,,3,8.90,25.20
1,9.16,34.14,2,9.07,34.19,0,,,3,9.17,34.38
2,9.38,43.513,1,9.30,43.487,0,,DNF,3,9.32,43.695
