Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Miodrag POPOVIC POSITION,Miodrag POPOVIC LAP TIME,Miodrag POPOVIC ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
3,7.10,7.10,4,7.41,7.41,1,6.87,6.87,2,7.06,7.06
3,9.40,16.50,4,9.98,17.39,1,8.86,15.73,2,8.95,16.01
3,9.04,25.54,4,9.85,27.24,1,8.49,24.22,2,8.57,24.58
3,9.16,34.70,4,10.13,37.37,1,8.63,32.85,2,8.58,33.16
3,9.52,44.218,4,10.44,47.810,1,8.73,41.574,2,8.71,41.862
