Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME
3,7.31,7.31,2,7.05,7.05,1,6.91,6.91,4,7.49,7.49
3,8.90,16.21,2,9.05,16.10,1,9.11,16.02,4,9.06,16.55
3,8.53,24.74,2,8.54,24.64,1,8.55,24.57,4,8.74,25.29
3,8.69,33.43,2,8.70,33.34,1,8.70,33.27,4,8.97,34.26
3,8.82,42.248,2,8.79,42.127,1,8.81,42.078,4,9.27,43.528
