Yelena SKACHKOVA POSITION,Yelena SKACHKOVA LAP TIME,Yelena SKACHKOVA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,MCSWEENEY Bree POSITION,MCSWEENEY Bree LAP TIME,MCSWEENEY Bree ELAPSED TIME
3,14.377,14.377,1,14.035,14.035,2,14.180,14.180,4,14.556,14.556
3,10.451,24.827,1,10.607,24.642,2,10.557,24.736,4,10.428,24.983
3,10.822,35.649,1,10.604,35.246,2,10.777,35.512,4,10.834,35.816
3,10.873,46.522,1,10.892,46.137,2,10.841,46.353,4,10.816,46.632
3,10.889,57.410,1,10.912,57.048,2,10.970,57.323,4,11.031,57.663
3,10.927,1:08.336,2,10.972,1:08.020,1,10.663,1:07.985,4,10.859,1:08.521
4,10.749,1:19.085,2,10.633,1:18.653,1,10.663,1:18.648,3,10.557,1:19.078
3,10.609,1:29.693,1,10.458,1:29.110,2,10.815,1:29.462,4,10.895,1:29.972
3,10.42,1:40.106,1,10.59,1:39.697,2,10.39,1:39.846,4,10.70,1:40.669
