Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
1,12.84,12.84,3,13.11,13.11,2,12.92,12.92
1,9.79,22.63,3,9.78,22.89,2,9.80,22.72
1,9.68,32.31,3,9.71,32.60,2,9.71,32.43
1,9.75,42.06,3,9.74,42.34,2,9.69,42.12
1,9.72,51.78,3,9.86,52.20,2,9.76,51.88
1,9.62,1:01.40,3,9.96,1:02.16,2,9.64,1:01.52
1,9.70,1:11.10,3,10.38,1:12.54,2,9.75,1:11.27
1,10.00,1:21.10,3,10.92,1:23.46,2,9.99,1:21.26
1,10.33,1:31.427,3,11.69,1:35.147,2,10.45,1:31.701
