LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME
3,13.43,13.43,1,13.07,13.07,4,13.55,13.55,2,13.30,13.30
4,10.05,23.48,1,10.14,23.21,3,9.92,23.47,2,10.05,23.35
4,10.00,33.48,1,9.92,33.13,3,9.88,33.35,2,9.92,33.27
4,9.85,43.33,1,9.81,42.94,3,9.82,43.17,2,9.81,43.08
4,9.72,53.05,1,9.70,52.64,3,9.67,52.84,2,9.67,52.75
4,9.75,1:02.80,1,9.78,1:02.42,3,9.81,1:02.65,2,9.82,1:02.57
4,9.77,1:12.57,1,9.84,1:12.26,3,9.79,1:12.44,2,9.80,1:12.37
4,9.94,1:22.51,1,9.87,1:22.13,3,9.94,1:22.38,2,9.93,1:22.30
0,,PEN,1,9.94,1:32.064,3,26.70,1:49.080,2,9.93,1:32.221
