Josephine MESCHNIK POSITION,Josephine MESCHNIK LAP TIME,Josephine MESCHNIK ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.46,7.46,2,7.58,7.58,3,7.70,7.70,5,7.92,7.92,4,7.87,7.87
1,9.55,17.01,2,9.53,17.11,3,9.51,17.21,5,9.86,17.78,4,9.50,17.37
1,9.26,26.27,2,9.33,26.44,3,9.33,26.54,5,9.37,27.15,4,9.28,26.65
1,9.25,35.52,3,9.18,35.62,2,9.07,35.61,5,9.37,36.52,4,9.15,35.80
4,20.27,55.787,0,,PEN,1,9.81,45.413,3,9.86,46.377,2,9.81,45.609
