Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Ikue TESHIGAWARA POSITION,Ikue TESHIGAWARA LAP TIME,Ikue TESHIGAWARA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Anke Jannie LANDMAN POSITION,Anke Jannie LANDMAN LAP TIME,Anke Jannie LANDMAN ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME
4,14.254,14.254,2,13.900,13.900,5,14.265,14.265,1,13.841,13.841,3,14.054,14.054
5,10.591,24.845,2,10.715,24.614,4,10.484,24.748,1,10.547,24.388,3,10.588,24.641
5,10.812,35.656,2,10.693,35.307,4,10.860,35.608,1,10.728,35.115,3,10.677,35.318
5,10.736,46.391,2,10.614,45.920,4,10.587,46.195,1,10.589,45.703,3,10.647,45.965
5,11.009,57.400,2,10.519,56.439,4,10.585,56.779,1,10.606,56.309,3,10.495,56.460
5,11.077,1:08.477,2,10.620,1:07.058,4,10.573,1:07.351,1,10.549,1:06.858,3,10.642,1:07.101
4,11.359,1:19.835,5,25.290,1:32.348,3,10.710,1:18.061,1,10.722,1:17.580,2,10.694,1:17.795
4,11.609,1:31.443,5,16.762,1:49.109,3,10.577,1:28.637,1,10.797,1:28.376,2,10.749,1:28.543
4,12.09,1:43.526,5,14.36,2:03.465,1,10.38,1:39.011,2,10.92,1:39.291,3,10.84,1:39.383
