Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME
1,13.59,13.59,3,13.72,13.72,2,13.63,13.63,4,14.04,14.04
3,10.79,24.38,2,10.60,24.32,1,10.59,24.23,4,10.44,24.49
3,10.84,35.23,2,10.84,35.16,1,10.79,35.02,4,10.97,35.47
3,10.42,45.65,1,10.33,45.49,2,10.49,45.51,4,10.55,46.02
1,10.03,55.69,4,11.02,56.52,2,10.24,55.76,3,10.09,56.12
2,9.74,1:05.43,4,10.90,1:07.43,1,9.56,1:05.33,3,9.82,1:05.94
2,9.68,1:15.12,4,11.18,1:18.62,1,9.50,1:14.83,3,10.60,1:16.55
2,9.62,1:24.74,4,11.89,1:30.51,1,9.57,1:24.40,3,10.55,1:27.10
0,,DQ,3,12.59,1:43.094,1,10.34,1:34.734,2,11.56,1:38.659
