KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Yulia SHISHKINA POSITION,Yulia SHISHKINA LAP TIME,Yulia SHISHKINA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME
2,7.18,7.18,1,7.12,7.12,4,7.43,7.43,3,7.35,7.35,5,7.71,7.71
2,9.30,16.48,1,9.19,16.31,4,9.30,16.73,3,9.20,16.55,5,9.59,17.30
2,8.71,25.19,1,8.80,25.11,4,8.75,25.48,3,8.70,25.25,5,9.32,26.62
1,8.96,34.15,2,9.09,34.20,4,8.85,34.33,3,8.98,34.23,5,9.47,36.09
1,9.37,43.52,0,9.72,43.92,5,38.56,1:12.899,0,9.69,43.92,4,9.81,45.903
