J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,13.14,13.14,2,13.22,13.22,3,13.31,13.31,4,13.46,13.46
1,10.12,23.26,2,10.12,23.34,4,10.19,23.50,3,9.94,23.40
1,9.87,33.13,3,9.91,33.25,4,9.87,33.37,2,9.78,33.18
1,9.62,42.75,3,9.71,42.96,4,9.67,43.04,2,9.68,42.86
1,9.46,52.21,3,9.41,52.37,4,9.41,52.45,2,9.43,52.29
1,9.19,1:01.40,3,9.22,1:01.59,4,9.21,1:01.66,2,9.20,1:01.49
1,9.04,1:10.44,4,9.40,1:10.99,3,8.98,1:10.64,2,9.04,1:10.53
1,9.00,1:19.44,4,9.75,1:20.74,3,8.91,1:19.55,2,8.98,1:19.51
1,9.08,1:28.519,4,10.26,1:30.999,2,9.06,1:28.602,3,9.10,1:28.603
