WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Rinat MAZHENOV POSITION,Rinat MAZHENOV LAP TIME,Rinat MAZHENOV ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,7.13,7.13,2,7.22,7.22,3,7.31,7.31,4,7.50,7.50
1,9.30,16.43,2,9.27,16.49,3,9.33,16.64,4,9.16,16.66
1,8.89,25.32,2,8.91,25.40,4,9.51,26.15,3,8.95,25.61
1,9.08,34.40,2,9.02,34.42,3,9.45,35.60,4,10.13,35.74
1,9.28,43.679,2,9.53,43.950,3,9.66,45.253,4,37.13,1:12.869
