Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME,SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME
2,13.38,,4,13.57,13.57,3,13.42,13.42,1,13.28,13.28,5,13.60,13.60
4,9.67,,5,9.65,23.22,1,9.40,22.82,2,9.61,22.89,3,9.32,22.92
4,9.32,,5,9.28,32.50,1,9.40,32.22,2,9.41,32.30,3,9.40,32.32
2,9.50,,5,9.57,42.07,1,9.50,41.72,3,9.64,41.94,3,9.62,41.94
5,11.04,,2,9.63,51.70,1,9.88,51.60,3,10.04,51.98,4,10.09,52.03
5,11.79,,3,10.17,1:01.87,1,10.17,1:01.77,2,9.88,1:01.86,4,9.99,1:02.02
5,12.79,,3,10.31,1:12.18,1,10.25,1:12.02,2,10.25,1:12.11,4,10.27,1:12.29
5,12.93,,4,10.21,1:22.39,1,10.11,1:22.13,2,10.15,1:22.26,3,10.06,1:22.35
5,12.86,,0,10.01,1:32.40,0,10.26,1:32.39,3,10.23,1:32.49,4,10.23,1:32.58
