Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Fedor ANDREYEV POSITION,Fedor ANDREYEV LAP TIME,Fedor ANDREYEV ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,7.15,7.15,2,7.25,7.25,3,7.39,7.39,4,7.54,7.54
1,9.57,16.72,2,9.56,16.81,3,9.58,16.97,4,9.55,17.09
1,8.94,25.66,2,8.95,25.76,3,9.08,26.05,4,9.22,26.31
1,8.58,34.24,2,8.56,34.32,3,8.80,34.85,4,9.01,35.32
1,8.95,43.184,2,8.91,43.229,3,9.29,44.135,4,9.50,44.818
