KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,CHENG Eric I POSITION,CHENG Eric I LAP TIME,CHENG Eric I ELAPSED TIME
3,15.110,15.110,1,14.980,14.980,2,15.000,15.000,4,15.410,15.410
3,12.420,27.540,2,12.420,27.400,1,12.390,27.390,4,12.150,27.570
3,11.970,39.510,2,12.100,39.500,1,11.940,39.330,4,12.190,39.760
2,10.300,49.820,4,10.580,50.080,1,10.210,49.550,3,10.210,49.980
3,10.250,1:00.080,2,9.910,59.990,1,10.260,59.810,4,10.220,1:00.210
1,9.500,1:09.590,2,9.610,1:09.610,3,9.800,1:09.620,4,9.610,1:09.820
1,9.370,1:18.960,3,9.420,1:19.040,2,9.410,1:19.030,4,9.700,1:19.520
1,8.760,1:27.720,3,9.460,1:28.500,2,9.410,1:28.450,4,10.200,1:29.730
1,9.550,1:37.280,2,9.650,1:38.150,3,9.710,1:38.160,4,10.830,1:40.560
