KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
1,13.66,13.66,3,13.81,13.81,2,13.70,13.70,4,13.95,13.95
1,10.36,24.02,2,10.31,24.12,4,10.52,24.22,3,10.25,24.20
1,10.26,34.28,2,10.23,34.35,4,10.67,34.89,3,10.23,34.43
1,10.26,44.54,3,10.52,44.87,4,10.23,45.12,2,10.33,44.76
1,10.07,54.61,3,9.92,54.79,4,10.22,55.34,2,9.96,54.72
1,10.15,1:04.76,3,10.16,1:04.95,4,11.06,1:06.40,2,10.13,1:04.85
1,9.86,1:14.62,3,9.87,1:14.82,4,11.50,1:17.90,2,9.87,1:14.72
2,10.23,1:24.85,3,10.17,1:24.99,4,12.31,1:30.21,1,9.95,1:24.67
2,10.35,1:35.198,3,10.43,1:35.415,4,12.64,1:42.844,1,10.43,1:35.095
