Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,6.625,6.625,3,6.992,6.992,2,6.800,6.800,4,7.111,7.111
1,9.337,15.961,4,9.674,16.665,2,9.172,15.971,3,8.979,16.089
1,8.731,24.691,4,9.228,25.892,2,8.741,24.712,3,8.772,24.860
3,9.399,34.090,4,9.143,35.035,1,8.998,33.710,2,8.871,33.731
2,9.20,43.281,4,9.74,44.773,3,9.60,43.302,1,9.33,43.061
