OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
5,14.81,14.81,1,7.28,7.28,3,7.52,7.52,4,7.64,7.64,2,7.39,7.39
5,12.92,27.73,1,9.39,16.67,4,9.56,17.08,3,9.32,16.96,2,9.32,16.71
5,9.41,37.14,2,8.80,25.47,4,9.02,26.10,3,8.73,25.69,1,8.61,25.32
5,9.77,46.91,2,8.77,34.24,4,9.12,35.22,3,8.67,34.36,1,8.76,34.08
5,10.90,57.802,2,8.87,43.110,4,9.39,44.604,3,8.83,43.189,1,8.92,42.992
