Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME
1,6.77,6.77,4,7.46,7.46,2,6.91,6.91,3,7.11,7.11
1,9.09,15.86,4,9.17,16.63,2,9.16,16.07,3,9.43,16.54
1,8.69,24.55,3,8.71,25.34,2,8.81,24.88,4,9.41,25.95
1,8.74,33.29,3,8.81,34.15,2,8.99,33.87,4,9.45,35.40
1,9.07,42.359,3,9.09,43.236,2,9.31,43.173,4,9.99,45.382
