Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
2,6.86,6.86,1,6.71,6.71,3,6.99,6.99,4,7.09,7.09
2,8.74,15.60,1,8.72,15.43,3,8.98,15.97,4,8.97,16.06
2,8.22,23.82,1,8.23,23.66,4,8.76,24.73,3,8.51,24.57
2,8.34,32.16,1,8.41,32.07,4,9.01,33.74,3,8.68,33.25
1,8.53,40.688,2,8.71,40.780,4,10.16,43.898,3,9.02,42.269
