Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
2,6.949,6.949,1,6.856,6.856,3,7.172,7.172,4,7.289,7.289
1,9.379,16.328,2,9.601,16.457,4,9.971,17.143,3,9.305,16.594
3,9.536,25.864,2,9.245,25.701,4,8.922,26.064,1,8.933,25.527
4,9.476,35.339,2,9.313,35.013,3,9.193,35.257,1,9.145,34.671
4,9.64,44.976,3,9.62,44.627,2,9.33,44.586,1,9.47,44.135
