BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME
1,7.04,7.04,3,7.26,7.26,2,7.14,7.14,4,7.38,7.38
1,9.27,16.31,3,9.24,16.50,2,9.25,16.39,4,9.30,16.68
2,8.82,25.13,3,8.77,25.27,1,8.72,25.11,4,8.92,25.60
2,8.88,34.01,3,8.85,34.12,1,8.82,33.93,4,9.00,34.60
2,9.09,43.097,3,9.08,43.200,1,9.09,43.016,4,9.29,43.887
