BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,TREACY Ethan POSITION,TREACY Ethan LAP TIME,TREACY Ethan ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
1,6.76,6.76,5,7.51,7.51,2,6.90,6.90,4,7.34,7.34,3,7.03,7.03
1,8.68,15.44,5,9.62,17.13,2,8.77,15.67,4,9.03,16.37,3,8.77,15.80
1,8.27,23.71,5,8.91,26.04,3,8.33,24.00,4,8.63,25.00,2,8.19,23.99
1,8.37,32.08,5,8.95,34.99,3,8.41,32.41,4,8.80,33.80,2,8.16,32.15
2,8.51,40.59,5,9.27,44.26,3,8.52,40.93,4,9.05,42.85,1,8.30,40.45
