Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,6.74,6.74,2,6.84,6.84,4,7.36,7.36,3,7.28,7.28
2,9.48,16.22,1,8.99,15.83,4,9.35,16.71,3,9.07,16.35
2,8.39,24.61,1,8.66,24.49,4,8.89,25.60,3,8.56,24.91
1,8.57,33.18,3,9.27,33.76,4,9.20,34.80,2,8.66,33.57
3,9.88,43.056,2,8.77,42.530,4,9.47,44.262,1,8.92,42.485
