Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Helene YANG POSITION,Helene YANG LAP TIME,Helene YANG ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
0,,,3,15.301,15.301,2,15.067,15.067,1,14.777,14.777
4,,27.257,3,11.908,27.209,2,12.095,27.163,1,12.141,26.918
1,10.921,38.178,4,11.344,38.552,3,11.301,38.464,2,11.266,38.185
2,10.363,48.541,4,10.579,49.131,3,10.333,48.797,1,10.349,48.534
1,10.209,58.749,4,10.795,59.926,3,10.325,59.122,2,10.232,58.766
2,9.891,1:08.640,4,11.221,1:11.147,3,9.846,1:08.968,1,9.817,1:08.584
1,9.725,1:18.365,4,12.159,1:23.305,3,9.800,1:18.769,2,9.801,1:18.385
2,9.643,1:28.009,4,12.817,1:36.122,3,9.571,1:28.340,1,9.586,1:27.971
2,9.782,1:37.790,4,13.256,1:49.378,3,9.741,1:38.081,1,9.460,1:37.431
