Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
1,7.103,7.103,3,7.402,7.402,2,7.258,7.258,4,7.557,7.557
2,9.308,16.411,3,9.050,16.452,1,9.062,16.320,4,9.166,16.723
4,9.100,25.510,2,8.861,25.312,1,8.676,24.996,3,8.780,25.502
3,8.875,34.385,2,8.599,33.911,1,8.716,33.711,4,9.005,34.507
4,8.77,43.150,1,8.33,42.240,2,8.76,42.467,3,8.49,42.995
