ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME,MA Xingguang POSITION,MA Xingguang LAP TIME,MA Xingguang ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME
1,12.97,12.97,4,13.20,13.20,3,13.07,13.07,2,12.98,12.98,5,13.33,13.33
3,9.88,22.85,4,9.82,23.02,1,9.44,22.51,2,9.80,22.78,5,9.82,23.15
3,9.10,31.95,4,9.07,32.09,1,9.14,31.65,2,9.04,31.82,5,9.29,32.44
3,9.05,41.00,4,9.01,41.10,1,9.11,40.76,2,9.06,40.88,5,9.38,41.82
3,9.01,50.01,4,9.01,50.11,1,9.04,49.80,2,9.06,49.94,5,9.69,51.51
3,9.11,59.12,4,9.16,59.27,1,9.09,58.89,2,9.06,59.00,5,10.21,1:01.72
3,9.20,1:08.32,4,9.16,1:08.43,1,9.23,1:08.12,2,9.17,1:08.17,5,10.63,1:12.35
3,9.24,1:17.56,4,9.32,1:17.75,2,9.28,1:17.40,1,9.19,1:17.36,5,11.12,1:23.47
3,9.51,1:27.07,4,9.52,1:27.27,2,9.52,1:26.92,1,9.46,1:26.82,5,11.41,1:34.88
