Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
2,6.77,6.77,1,6.53,6.53,4,7.13,7.13,3,7.11,7.11
2,8.79,15.56,1,8.93,15.46,3,8.62,15.76,4,8.93,16.05
2,8.72,24.29,1,8.75,24.22,3,8.70,24.47,4,8.59,24.64
2,8.65,32.94,1,8.60,32.82,3,8.85,33.32,4,8.97,33.61
1,8.89,41.825,2,9.13,41.947,4,9.79,43.110,3,9.01,42.613
