SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME
2,12.51,12.51,4,12.67,12.67,3,12.58,12.58,1,12.44,12.44
1,9.25,21.76,4,9.48,22.15,3,9.41,21.99,2,9.46,21.90
1,9.16,30.92,4,9.06,31.21,3,9.10,31.09,2,9.11,31.01
1,9.20,40.12,4,9.20,40.41,3,9.20,40.29,2,9.21,40.22
1,8.97,49.09,4,9.00,49.41,3,8.99,49.28,2,8.95,49.17
1,8.82,57.91,4,8.81,58.22,3,8.80,58.08,2,8.83,58.00
1,8.73,1:06.64,4,8.82,1:07.04,3,8.74,1:06.82,2,8.77,1:06.77
1,8.81,1:15.45,4,8.91,1:15.95,2,8.73,1:15.55,3,9.04,1:15.81
1,8.96,1:24.408,4,9.24,1:25.189,2,8.94,1:24.490,3,9.31,1:25.120
