Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Cherise WILKINS POSITION,Cherise WILKINS LAP TIME,Cherise WILKINS ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
3,14.720,14.720,1,14.500,14.500,4,14.970,14.970,2,14.530,14.530
1,10.960,25.680,2,11.300,25.810,4,11.350,26.330,3,11.510,26.040
2,10.280,35.970,1,10.020,35.840,4,10.080,36.410,3,10.000,36.050
3,10.020,45.990,1,9.910,45.750,4,9.820,46.240,2,9.820,45.870
3,10.400,56.400,1,10.540,56.300,4,10.550,56.790,2,10.500,56.370
2,10.350,1:06.760,1,10.400,1:06.700,4,10.520,1:07.320,3,10.440,1:06.820
2,10.420,1:17.180,1,10.440,1:17.150,4,10.450,1:17.770,3,10.460,1:17.280
3,10.290,1:27.480,2,10.270,1:27.430,4,9.890,1:27.670,1,9.870,1:27.160
3,10.290,1:37.770,1,10.050,1:37.480,2,10.100,1:37.770,4,10.730,1:37.890
