Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,Piius Yie Kiat SNG POSITION,Piius Yie Kiat SNG LAP TIME,Piius Yie Kiat SNG ELAPSED TIME,Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME
1,7.42,7.42,2,7.48,7.48,4,9.12,,3,7.71,7.71
2,9.67,17.09,1,9.50,16.98,4,10.60,,3,10.03,17.74
1,8.95,26.04,2,9.16,26.14,4,9.98,,3,9.73,27.47
1,9.07,35.11,2,9.09,35.23,4,10.36,,3,9.91,37.38
1,,44.566,2,,44.574,4,10.46,,3,10.25,47.610
