Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Milos APELTAUER POSITION,Milos APELTAUER LAP TIME,Milos APELTAUER ELAPSED TIME
3,13.33,13.33,1,13.07,13.07,2,13.20,13.20,4,13.42,13.42
3,10.67,24.00,1,10.81,23.88,2,10.70,23.90,4,10.68,24.10
4,9.98,33.98,1,9.78,33.66,2,9.89,33.79,3,9.78,33.88
4,9.73,43.71,1,9.78,43.44,2,9.74,43.53,3,9.70,43.58
4,9.56,53.27,1,9.51,52.95,2,9.50,53.03,3,9.52,53.10
4,9.42,1:02.69,1,9.25,1:02.20,2,9.25,1:02.28,3,9.31,1:02.41
4,9.28,1:11.97,1,9.23,1:11.43,2,9.22,1:11.50,3,9.22,1:11.63
4,9.51,1:21.48,1,9.30,1:20.73,2,9.33,1:20.83,3,9.30,1:20.93
4,9.82,1:31.297,1,9.60,1:30.329,2,9.60,1:30.425,3,9.58,1:30.506
