Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Munkhamidral GANBAT POSITION,Munkhamidral GANBAT LAP TIME,Munkhamidral GANBAT ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
2,6.97,6.97,4,7.52,7.52,1,6.80,6.80,3,7.24,7.24
1,9.10,16.08,4,10.78,18.31,2,9.38,16.19,3,9.47,16.71
2,8.80,24.88,4,10.43,28.74,1,8.51,24.70,3,8.37,25.08
2,8.92,33.81,4,10.43,39.18,1,8.98,33.68,3,9.02,34.11
3,9.47,43.277,4,10.75,49.927,1,9.27,42.947,2,8.90,43.008
