LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,12.18,12.18,4,12.83,12.83,3,12.45,12.45,2,12.43,12.43
1,9.62,21.80,4,9.52,22.35,2,9.59,22.04,3,9.65,22.08
1,9.23,31.03,4,9.18,31.53,3,9.40,31.44,2,9.23,31.31
1,8.98,40.01,4,9.08,40.61,3,9.01,40.45,2,9.12,40.43
1,9.35,49.36,4,9.19,49.80,3,9.11,49.56,2,9.03,49.46
1,8.91,58.27,4,9.11,58.91,2,8.93,58.49,3,9.06,58.52
1,9.06,1:07.33,4,9.22,1:08.13,3,9.17,1:07.66,2,9.10,1:07.62
1,8.87,1:16.20,4,9.45,1:17.58,2,8.94,1:16.60,3,9.07,1:16.69
1,9.82,1:26.017,4,9.82,1:27.391,3,9.58,1:26.175,2,9.40,1:26.089
