MILASIUS Vitautas POSITION,MILASIUS Vitautas LAP TIME,MILASIUS Vitautas ELAPSED TIME,Michele ANTONIOLI POSITION,Michele ANTONIOLI LAP TIME,Michele ANTONIOLI ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Christian LUKAS POSITION,Christian LUKAS LAP TIME,Christian LUKAS ELAPSED TIME
4,19.215,19.215,2,16.628,16.628,1,16.399,16.399,3,16.864,16.864
4,11.625,30.839,1,13.193,29.820,2,13.435,29.834,3,13.199,30.063
4,11.876,42.715,2,12.420,42.240,1,12.086,41.919,3,12.286,42.348
4,11.604,54.319,2,11.003,53.242,1,11.130,53.049,3,11.094,53.442
4,11.624,1:05.943,2,10.304,1:03.545,1,10.372,1:03.420,3,10.288,1:03.729
4,11.706,1:17.648,2,9.788,1:13.333,1,9.741,1:13.160,3,9.771,1:13.500
4,11.972,1:29.619,2,9.546,1:22.878,1,9.663,1:22.823,3,9.623,1:23.122
4,12.600,1:42.219,1,9.500,1:32.378,2,9.575,1:32.398,3,9.505,1:32.627
4,12.69,1:54.909,1,9.63,1:42.002,2,9.68,1:42.072,3,9.69,1:42.317
