Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
2,12.85,12.85,1,12.69,12.69,3,12.98,12.98,4,13.37,13.37
2,10.12,22.98,1,10.24,22.93,3,9.99,22.98,4,10.16,23.54
2,9.30,32.29,1,9.21,32.15,3,9.39,32.38,4,9.80,33.34
2,9.42,41.71,1,9.44,41.59,3,9.39,41.77,4,9.85,43.20
2,9.58,51.29,1,9.55,51.14,3,9.59,51.37,4,10.32,53.52
2,9.48,1:00.78,1,9.43,1:00.58,3,9.49,1:00.86,4,10.40,1:03.93
2,9.28,1:10.07,1,9.28,1:09.86,3,9.29,1:10.15,4,11.48,1:15.42
2,8.96,1:19.03,1,9.10,1:18.97,3,9.27,1:19.42,4,11.90,1:27.32
2,9.46,1:28.488,1,9.31,1:28.274,3,10.72,1:30.134,4,12.28,1:39.596
